"编号","源文件","行","组件/函数","控件","显示文字或动态表达式","点击/输入事件","表单提交","外部表单","禁用条件","显示条件","静态处理路径","所属文件问题（不代表此控件已复现）","证据边界"
"CTRL-1495","src/normalized-ui/StaffModulePanel.tsx","800","PerformanceModule","form","编辑演员资料 演员编号 {selectedPerformer.code} 保持不变；停用后不再进入顾客可选排班。 演员 {performers.map((performer) => <option value={performer.id} key={performer.id}>{performer.stageName}</option>)} 艺名 风格标签 可用状态 启用 停用 保存演员变更","{""onSubmit"":""(event) => void updatePerformer(event)""}","","","","form === 'performer-edit' && selectedPerformer !== undefined","已定义交互事件","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1496","src/normalized-ui/StaffModulePanel.tsx","800","PerformanceModule","select","{performers.map((performer) => <option value={performer.id} key={performer.id}>{performer.stageName}</option>)}","{""onChange"":""(event) => { setCatalogPerformerId(event.target.value); const next = performers.find((item) => item.id === event.target.value); if (next) { setEditPerformerName(next.stageName); setEditPerformerStatus(next.status === 'inactive' ? 'inactive' : 'active'); const value = next.profileSnapshot.genres; setEditPerformerGenres(Array.isArray(value) ? value.filter((item): item is string => typeof item === 'string').join('，') : '') } }""}","(event) => void updatePerformer(event)","","","form === 'performer-edit' && selectedPerformer !== undefined","所属表单：(event) => void updatePerformer(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1497","src/normalized-ui/StaffModulePanel.tsx","800","PerformanceModule","input","艺名","{""onChange"":""(event) => setEditPerformerName(event.target.value)""}","(event) => void updatePerformer(event)","","","form === 'performer-edit' && selectedPerformer !== undefined","所属表单：(event) => void updatePerformer(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1498","src/normalized-ui/StaffModulePanel.tsx","800","PerformanceModule","input","风格标签","{""onChange"":""(event) => setEditPerformerGenres(event.target.value)""}","(event) => void updatePerformer(event)","","","form === 'performer-edit' && selectedPerformer !== undefined","所属表单：(event) => void updatePerformer(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1499","src/normalized-ui/StaffModulePanel.tsx","800","PerformanceModule","select","启用 停用","{""onChange"":""(event) => setEditPerformerStatus(event.target.value as 'active' | 'inactive')""}","(event) => void updatePerformer(event)","","","form === 'performer-edit' && selectedPerformer !== undefined","所属表单：(event) => void updatePerformer(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1500","src/normalized-ui/StaffModulePanel.tsx","800","PerformanceModule","button","保存演员变更","{}","(event) => void updatePerformer(event)","","busyKey !== null","form === 'performer-edit' && selectedPerformer !== undefined","所属表单：(event) => void updatePerformer(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1501","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","select","{performers.map((performer) => <option value={performer.id} key={performer.id}>{performer.stageName}</option>)}","{""onChange"":""(event) => setCatalogPerformerId(event.target.value)""}","","","","form === 'songs'","已定义交互事件","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1502","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","input","","{""onChange"":""(event) => setCatalogSearch(event.target.value)""}","","","","form === 'songs'","已定义交互事件","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1503","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","button","{catalogLoading ? '搜索中' : '搜索'}","{""onClick"":""() => void loadCatalog(catalogPerformerId, catalogSearch)""}","","","catalogLoading","form === 'songs'","已定义交互事件","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1504","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","form","批量导入 每行格式：编号 | 歌名 | 别名1,别名2。编号和别名可留空。 导入方式 追加或更新 整份替换 开始导入","{""onSubmit"":""(event) => void importSongs(event)""}","","","","form === 'songs'","已定义交互事件","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1505","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","textarea","","{""onChange"":""(event) => setCatalogRows(event.target.value)""}","(event) => void importSongs(event)","","","form === 'songs'","所属表单：(event) => void importSongs(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1506","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","select","追加或更新 整份替换","{""onChange"":""(event) => setCatalogMode(event.target.value as 'upsert' | 'replace')""}","(event) => void importSongs(event)","","","form === 'songs'","所属表单：(event) => void importSongs(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1507","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","button","开始导入","{}","(event) => void importSongs(event)","","busyKey !== null","form === 'songs'","所属表单：(event) => void importSongs(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1508","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","form","修改单曲 编号 歌名 别名 保存 取消","{""onSubmit"":""(event) => void updateSong(event)""}","","","","form === 'songs' && editingSong !== null","已定义交互事件","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1509","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","input","编号","{""onChange"":""(event) => setEditSongCode(event.target.value)""}","(event) => void updateSong(event)","","","form === 'songs' && editingSong !== null","所属表单：(event) => void updateSong(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1510","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","input","歌名","{""onChange"":""(event) => setEditSongTitle(event.target.value)""}","(event) => void updateSong(event)","","","form === 'songs' && editingSong !== null","所属表单：(event) => void updateSong(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1511","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","input","别名","{""onChange"":""(event) => setEditSongAliases(event.target.value)""}","(event) => void updateSong(event)","","","form === 'songs' && editingSong !== null","所属表单：(event) => void updateSong(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1512","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","button","保存","{}","(event) => void updateSong(event)","","busyKey !== null","form === 'songs' && editingSong !== null","所属表单：(event) => void updateSong(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1513","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","button","取消","{""onClick"":""() => setEditingSong(null)""}","(event) => void updateSong(event)","","","form === 'songs' && editingSong !== null","所属表单：(event) => void updateSong(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1514","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","button","修改","{""onClick"":""() => beginSongEdit(song)""}","","","","","已定义交互事件","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1515","src/normalized-ui/StaffModulePanel.tsx","801","PerformanceModule","button","停用","{""onClick"":""() => void deactivateSong(song)""}","","","","","已定义交互事件","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1516","src/normalized-ui/StaffModulePanel.tsx","802","PerformanceModule","form","新增演出场次 保存后立即进入当前排班并对顾客可见，请先核对时间。 演员 请选择 {performers.filter((performer) => performer.status === 'active').map((performer) => <option value={performer.id} key={performer.id}>{performer.stageName}</option>)} 开始时间 结束时间 {busyKey === 'schedule-create' ? '保存中' : '确认保存并展示'}","{""onSubmit"":""(event) => void createSchedule(event)""}","","","","form === 'schedule'","已定义交互事件","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1517","src/normalized-ui/StaffModulePanel.tsx","802","PerformanceModule","select","请选择 {performers.filter((performer) => performer.status === 'active').map((performer) => <option value={performer.id} key={performer.id}>{performer.stageName}</option>)}","{""onChange"":""(event) => setSchedulePerformerId(event.target.value)""}","(event) => void createSchedule(event)","","","form === 'schedule'","所属表单：(event) => void createSchedule(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1518","src/normalized-ui/StaffModulePanel.tsx","802","PerformanceModule","input","开始时间","{""onChange"":""(event) => setStartsAt(event.target.value)""}","(event) => void createSchedule(event)","","","form === 'schedule'","所属表单：(event) => void createSchedule(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
"CTRL-1519","src/normalized-ui/StaffModulePanel.tsx","802","PerformanceModule","input","结束时间","{""onChange"":""(event) => setEndsAt(event.target.value)""}","(event) => void createSchedule(event)","","","form === 'schedule'","所属表单：(event) => void createSchedule(event)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","定义与绑定已登记；业务结果按闭环表核对，不能将源码登记或同名按钮可见计为逐实例通过"
