"源文件","行","函数","直接识别的API调用","状态/反馈调用","所属文件问题","证据边界"
"src/normalized-ui/StaffModulePanel.tsx","705","beginSongEdit","","setEditingSong(song)
setEditSongCode(song.code ?? '')
setEditSongTitle(song.title)
setEditSongAliases(song.aliases.join('，'))","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","713","updateSong","","setEditingSong(null)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","735","createSchedule","","setNotice('请先建立演员资料')
setNotice(error instanceof Error ? error.message : '演出时间无效')
setNotice('结束时间必须晚于开始时间')
setStartsAt('')
setEndsAt('')","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","781","transitionSong","","setNotice('请填写有效的点歌报价；免费可填0')","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","916","chooseMode","","setMode(next)
setNotice(next === null ? `已收起“${modeLabel[nextMode]}”` : `已切换至“${modeLabel[nextMode]}”，请填写并确认后再提交`)
setPendingReceipt(null)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","923","acceptScan","","setScanCode(code)
setReceiptInventoryItemId('')
setScannerOpen(false)
setNotice('条码已识别，请核对后继续')","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","930","createInventoryItem","api.postEndpoint<InventoryItemView>('/api/inventory/items', { sku, name, itemType: newItemUsesMillilitres ? 'bottle' : newItemBaseUnit === 'g' ? 'ingredient' : newItemCategoryCode.startsWith('food.') ? 'food' : 'consumable', baseUnit: newItemBaseUnit, categoryCode: newItemCategoryCode, lowStockThreshold: threshold === '' ? null : threshold, packageVolumeMl: packageVolumeMl === '' ? null : packageVolumeMl, wholeUnitCount: newItemBaseUnit === 'piece', reasonableWasteQuantity: '0', }, { idempotencyKey: operationIdempotency('inventory-item-create') })","setNotice('物料编号需为1至64位字母、数字、点、下划线或连字符')
setNotice('请填写2至200字的酒水物料名称')
setNotice('安全库存必须是非负数字')
setNotice('净含量必须是大于0的毫升数')
setBusy(true)
setNotice('')
setItemId(item.id)
setNewItemSku('')
setNewItemName('')
setNewItemPackageVolumeMl('')
setNewItemLowStockThreshold('')
setMode('bind')
setNotice(`${item.name} 已建立。下一步请绑定条码，随后即可扫码建立待收货单。`)
setNotice(inventoryActionMessage(error, '酒水物料未建立'))
setBusy(false)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","976","startQuickCount","","setItemId(item.id)
setMode('count')
setQuantity('')
setReason('')
setNotice(`录入“${item.name}”的实际库存，提交后仍由原审批岗位复核。`)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","986","startEditInventoryItem","","setItemId(item.id)
setNewItemName(item.name)
setNewItemCategoryCode(item.categoryCode)
setNewItemPackageVolumeMl(item.packageVolumeMl ?? '')
setNewItemLowStockThreshold(item.lowStockThreshold ?? '')
setMode('edit')
setNotice(`正在编辑“${item.name}”；物料编号和库存单位在已有流水后不允许直接改写。`)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","996","updateInventoryItem","api.patchEndpoint<InventoryItemView>(`/api/inventory/items/${item.id}`, { name, categoryCode: newItemCategoryCode, lowStockThreshold: threshold === '' ? null : threshold, packageVolumeMl: packageVolumeMl === '' ? null : packageVolumeMl, }, { idempotencyKey: operationIdempotency('inventory-item-update') })","setNotice('库存数据暂时不可用，请刷新后重试')
setNotice('请选择要编辑的库存物料')
setNotice('请填写2至200字的物料名称')
setNotice('安全库存必须是非负数字')
setNotice('净含量必须是大于0的毫升数')
setBusy(true)
setNotice('')
setMode(null)
setNotice(`${saved.name} 的品类、净含量和安全库存已保存并从服务端读回。`)
setNotice(inventoryActionMessage(error, '物料资料未保存'))
setBusy(false)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","1027","submitInventoryAction","api.postEndpoint<{ remainingQuantity: string baseUnit: string wasteCostMinor?: string | null }>(`/api/inventory/items/${itemId}/waste`, { quantity: storedQuantity, wasteType, reason: reason.trim(), }, { idempotencyKey: operationIdempotency('inventory-waste') })","setNotice('请选择物料并填写有效数量')
setNotice('所选物料已不可用，请重新选择')
setNotice(`“${selectedItem.name}”缺少有效的单瓶净含量，无法把毫升安全换算为历史库存数量；请先补全物料资料`)
setNotice('损耗必须填写原因')
setBusy(true)
setNotice('')
setNotice('盘点已提交，等待有审批权限的岗位复核')
setNotice(result.wasteCostMinor === undefined ? `损耗已登记，库存余量已更新为 ${remaining}` : result.wasteCostMinor === null ? `损耗已登记，库存余量已更新为 ${remaining}；当前成本待补，损耗金额暂不确认` : `损耗已登记，库存余量已更新为 ${remaining}；对应成本 ¥${formatInventoryMinorString(result.wasteCostMinor)}`)
setQuantity('')
setReason('')
setWasteType('other')
setNotice(error instanceof Error ? error.message : '库存操作未完成')
setBusy(false)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","1099","submitCostCorrection","api.postEndpoint<{ previousWeightedUnitCostMinor: string | null weightedUnitCostMinor: string differenceWeightedUnitCostMinor: string | null }>(`/api/inventory/items/${item.id}/cost-corrections`, { weightedUnitCostMinor: unitCostMinor, reason: correctionReason, }, { idempotencyKey: operationIdempotency('inventory-cost-correction') })","setNotice('请选择要核对成本的库存物料')
setNotice('请填写有效的当前单位成本，最多保留八位小数')
setNotice('请填写2至500字的更正原因')
setBusy(true)
setNotice('')
setCostCorrectionYuan('')
setCostCorrectionReason('')
setNotice(`${item.name} 的当前单位成本已由 ${result.previousWeightedUnitCostMinor === null ? '待补' : `¥${formatInventoryUnitCostMinor(result.previousWeightedUnitCostMinor, item.baseUnit)}/${unitLabel}`} 更正为 ¥${formatInventoryUnitCostMinor(result.weightedUnitCostMinor, item.baseUnit)}/${unitLabel}${result.differenceWeightedUnitCostMinor === null ? '' : `（变动 ${formatSignedInventoryMinorDecimal(result.differenceWeightedUnitCostMinor)}/${unitLabel}）`}；后续配方和组合成本已自动重算，历史订单成本不变。`)
setNotice(inventoryActionMessage(error, '库存成本更正未保存'))
setBusy(false)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","1137","createReceipt","api.postEndpoint<PurchaseReceiptCommandView>('/api/inventory/receipts', { supplierSnapshot: supplierName.trim() === '' ? {} : { name: supplierName.trim() }, currency: 'CNY', invoiceTotalMinor: totalCostMinor, note: '员工手机扫码创建，待实物验收确认', lines: [{ ...(normalizedCode === '' ? { inventoryItemId: receiptInventoryItemId } : { scanCode: normalizedCode }), batchCode: optionalBatchCode === '' ? undefined : optionalBatchCode, ...(usesPackageQuantity ? { packages } : { quantity: packages }), totalCostMinor, metadata: { entryMethod: normalizedCode === '' ? 'staff_mobile_selection' : 'staff_mobile_camera' }, }], }, { idempotencyKey: operationIdempotency('i","setNotice('请扫描或输入有效条码')
setNotice('请扫描条码或选择已建档酒款')
setNotice(`请填写有效的${usesPackageQuantity ? '包装数量' : `实际入库数量（${inventoryUnitLabel(directItem?.baseUnit ?? '')}）`}`)
setNotice('本次总额最多保留两位小数')
setBusy(true)
setNotice('')
setPendingReceipt(receipt)
setNotice('收货单已建立，库存尚未增加。请核对实物后进行第二次确认。')
setNotice(inventoryActionMessage(error, '收货单未建立；若提示条码未绑定，请由库存管理员先绑定'))
setBusy(false)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","1175","confirmReceipt","api.postEndpoint<PurchaseReceiptCommandView>(`/api/inventory/receipts/${receipt.id}/receive`, {}, { idempotencyKey: operationIdempotency('inventory-receipt-confirm'), })","setBusy(true)
setNotice('')
setNotice('实物已确认入库，库存数量已更新')
setPublishPreview(null)
setPendingReceipt(null)
setScanCode('')
setReceiptInventoryItemId('')
setBatchCode('')
setPackages('1')
setTotalCostYuan('')
setSupplierName('')
setNotice(inventoryActionMessage(error, '入库确认未完成'))
setBusy(false)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
"src/normalized-ui/StaffModulePanel.tsx","1202","previewReceiptAndPublish","api.postEndpoint<InventoryPublishPreview>(`/api/inventory/receipts/${receipt.id}/receive-and-publish-preview`, { productId: publishProductId, }, { idempotencyKey: operationIdempotency('inventory-receipt-publish-preview') })","setNotice('请先选择这次入库要关联发布的酒水商品和销售规格')
setBusy(true)
setNotice('')
setPublishPreview(result)
setNotice('发布预览已按本次收货成本、正式配方、实时库存和渠道生成；请逐项核对后再确认。')
setPublishPreview(null)
setNotice(inventoryActionMessage(error, '发布预览未生成；入库与商品状态均未改变'))
setBusy(false)","SYS-287、SYS-288、SYS-290、SYS-300、SYS-302","命名函数索引；共享包装器、内联回调和派生状态仍须结合源文件及所属流程，API数组为空不等于没有写操作"
